tid,retweet_tid,screen_name_from,screen_name_to,postedtime,tweet_text,retweet_text
1336869804343504896,1336838864678363141,HLAurora63,zeusFanHouse,Thu Dec 10 03:06:13 +0000 2020,,"Lt. Gen. #Flynn: Americans Tired of Waiting on #Durham Probe, #Trump Will Win

""President Donald Trump has a 10 out of 10 chance of being inaugurated on Jan. 20th""

https://t.co/cRVNM9WpNr

#QAnon2018 #QAnon2020
#StopTheSteal 
#FightForTrump 
@GenFlynn https://t.co/I4YIpsTsIi"
1336869915727421440,1336791937341419523,HLAurora63,zeusFanHouse,Thu Dec 10 03:06:40 +0000 2020,,"Breaking! Joe #Biden and Other #Democrats Under Criminal Investigation for Involvement With #China

We are living through #historic times -- the battle to save the #republic has never been more important!

https://t.co/oqtVlrzBMT

#QAnon2018 #QAnon2020 https://t.co/m0Aw8R6sef"
1344665596332564482,1344490887838007296,HLAurora63,zeusFanHouse,Thu Dec 31 15:23:55 +0000 2020,,"Will Officially Speak At DC #MAGA March On Jan 6th

#AlexJones breaks news that #Trump will join supporters&amp;speak@ #MagaMarchJan6thDC to help Americans stop blatantly fraudulent 2020 Pres #Election results&amp;preserve our right to vote

https://t.co/JcjsrNQHRp

#QAnon2018 #QAnon2020 https://t.co/MxfZKJ0ypU"
1337049540940222464,1337044834641645574,HLAurora63,tom_trotts,Thu Dec 10 15:00:26 +0000 2020,,"AirAsia CEO: Asian Nations ""Won't Let Anyone In Without A Vaccination""

""I foresee in Asia...I think they won’t let anyone in without a vaccination.”

“It’s for governments to decide...if they will allow people to come in if they are not vaccinated.”

https://t.co/ZVZAo755lA"
1337053961413595141,1337046895076794368,HLAurora63,zeusFanHouse,Thu Dec 10 15:18:00 +0000 2020,,"The most controversial #SupremeCourt case since Bush v. Gore will decide who is president for the next 4 years

The ball is rolling, &amp; no amount of huffing and puffing by the left will be able to stop it

https://t.co/iVQB4Dye0n

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/KoED6giCKD"
1337075720242278402,1337070509868142593,HLAurora63,baalter,Thu Dec 10 16:44:28 +0000 2020,,"Here he goes again, the fraudulent @Pontifex pushing the left agenda. 

Catholics have been fleeing the church since he and his bishops own coup pushed Pope Benedict out. NOT MY POPE!!!

https://t.co/yYLeCRWa5Y"
1337097026354491395,1337096746254688256,HLAurora63,AllIn4Truth,Thu Dec 10 18:09:07 +0000 2020,,"🚨🚨🚨
Chinese Money Launderer Called James Biden After FBI Arrest, Was Trying To Reach Hunter | Zero Hedge 
https://t.co/c1TTh2bPe1"
1337164927941955594,1337137412502392846,HLAurora63,tom_trotts,Thu Dec 10 22:38:56 +0000 2020,,"Interested in the facts?  Here's a great summary of the EVIDENCE of fraud and violations in PA, MI, WI and GA.

Everything You Wanted To Know About Texas' Election Lawsuit (But Were Afraid To Ask)

@GaSecofState @BrianKempGA @GovWhitmer @JocelynBenson
https://t.co/sLNO23AIdZ"
1337166456409223170,1337151511923658752,HLAurora63,zeusFanHouse,Thu Dec 10 22:45:01 +0000 2020,,"#Democrats Outraged at States Challenging #Election Results in #SupremeCourt

Texas-led motion to US Supreme Court challenging elections in 4 states that declared #Biden pres has angered Democrats

https://t.co/opGcEnsiEO

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump
#Trump https://t.co/rr7PTAc2vf"
1337237735384489989,1337197934992117760,HLAurora63,zeusFanHouse,Fri Dec 11 03:28:15 +0000 2020,,"‘Unprecedented’:#Pentagon Cuts Support to #CIA Counterterrorism Ops

The Pentagon announced Thur it would cut support to most CIA counterterrorism operations throughout the globe,in an action described by #MSM as a “surprising move”

https://t.co/mM0X7FQtAe

#QAnon2018 #QAnon2020 https://t.co/8hS1CIJ556"
1337264635683229699,1337252771477778433,HLAurora63,AllIn4Truth,Fri Dec 11 05:15:08 +0000 2020,,"This bothers AMERICANS beyond words @realDonaldTrump... Swamp runs Deep on both sides! 
AG Barr knew about several investigations into Hunter Biden since at least this spring &amp; ""worked to avoid their public disclosure during the heated election campaign,""
https://t.co/5sBVlJHWWv"
1337530796807249921,1337454080583737345,HLAurora63,zeusFanHouse,Fri Dec 11 22:52:46 +0000 2020,,"Is This Why #Media is Reporting #Hunter Biden's #Corruption?

Leftists used #Biden 2 attain White House(or so they believe)&amp;r now ready 2 get rid of him.Having #criminal son may b what #Obama/#Harris camp needs 2 make that happen...

https://t.co/F7rLeDdodC

#QAnon2018 #QAnon2020 https://t.co/c9G2mVxP0t"
1341809007644827649,1341801150488711168,HLAurora63,TribulationThe,Wed Dec 23 18:12:51 +0000 2020,,"VP Mike Pence needs to go BALLS OUT TODAY!!!

White House Memo Details How ‘Pence Card’ Can Save Trump’s Presidency On Dec 23!

https://t.co/sHoBgFzgoL

#MAGA #Trump #TWGRP #TheMighty200"
1337794550857949187,1337773124469874692,HLAurora63,tom_trotts,Sat Dec 12 16:20:50 +0000 2020,,"Many agree, @realDonaldTrump, pardon Julian Assange.

Australian MP calls on Trump to pardon Assange before leaving WH: ‘Hillary hates his guts, Biden calls him a hi-tech terrorist’

@WhiteHouse @MarkMeadows 
https://t.co/kjPuUC0v8l"
1341824746049159170,1341822978850500609,HLAurora63,TribulationThe,Wed Dec 23 19:15:24 +0000 2020,,"Mad Maxine Walters KNOWS THE KRAKEN IS COMIN'!

Maxine Waters Wants Secret Service Or Military To March Trump Out Of White House!

https://t.co/nYq5aYR1Z7

#MAGA #Trump #TWGRP #TheMighty200"
1340561834882043905,1340540921432207360,Terrenc43516485,zeusFanHouse,Sun Dec 20 07:37:02 +0000 2020,,"Breaking: #CNN Reports #Trump Considering #MartialLaw

#AlexJones breaks down Trump’s plan to march on D.C. on Jan 6, 2021!

Trump reportedly discussed appointing #Powell as special counsel to investigate the massive #election fraud

https://t.co/vJ7ZxTKs7W

#QAnon2018 #QAnon2020 https://t.co/RkXiOouf0s"
1335331899783442435,1335306327044788242,Terrenc43516485,swamp_nugget,Sat Dec 05 21:15:08 +0000 2020,,'Immunity Cards' To Be Issued To All Americans; Enable CDC To Track COVID-19 Vaxx Status In Database | Zero Hedge https://t.co/LPDyRsRF76
1335332836581273600,1335306327044788242,Terrenc43516485,swamp_nugget,Sat Dec 05 21:18:52 +0000 2020,,'Immunity Cards' To Be Issued To All Americans; Enable CDC To Track COVID-19 Vaxx Status In Database | Zero Hedge https://t.co/LPDyRsRF76
1335333884406460417,1335306327044788242,Terrenc43516485,swamp_nugget,Sat Dec 05 21:23:02 +0000 2020,,'Immunity Cards' To Be Issued To All Americans; Enable CDC To Track COVID-19 Vaxx Status In Database | Zero Hedge https://t.co/LPDyRsRF76
1335788824765542402,1335708848997298177,Terrenc43516485,DEPLORABLEREEG1,Mon Dec 07 03:30:48 +0000 2020,,"My County of Riverside, CA Sheriff needs to be named...

“MAN OF THE YEAR”!!! 

He’s my HERO!! 🇺🇸💖

@realDonaldTrump 
@RudyGiuliani 
@DineshDSouza 
@EricTrump 
@DonaldJTrumpJr 

https://t.co/9pQcz6PHlk"
1336021605831618560,1335952108630249473,Terrenc43516485,zeusFanHouse,Mon Dec 07 18:55:47 +0000 2020,,"#Trump Reportedly Mulling Skipping Biden Inauguration 2 Stage‘Grand Finale Exit’Opposition Rally...

Dr Steve #Pieczenik gives him insider info reg #Biden’s Deal w Trump regarding pedophile&amp; #deepstate roundups coming in the future

https://t.co/xXKkBlsGnc

#QAnon2018 #QAnon2020 https://t.co/BqEDK5RPIv"
1341447907313135626,1341378547336802305,Terrenc43516485,zeusFanHouse,Tue Dec 22 18:17:58 +0000 2020,,"#Trump Confirms He Spoke With ‘Great Gentleman’ #TommyTuberville, Projects Optimism About January 6 Challenge

“We’re going to get that all corrected,” #Tuberville promised

“Don’t give up on [Trump]”

https://t.co/qAXSlz66xP

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/DvG0Isor87"
1336129263645437952,1336120062919520259,Terrenc43516485,zeusFanHouse,Tue Dec 08 02:03:35 +0000 2020,,".#TRUMP: ‘The Case Has Already Been Made’, And There Are ‘Big Things Happening In The Next Couple Days’

https://t.co/CieX2NcPKy

#QAnon2018 #QAnon2020
#FightBack
#StopTheSteaI https://t.co/MXXPGmA0T9"
1336414193495535619,1336409612841586694,Terrenc43516485,pittman_george,Tue Dec 08 20:55:47 +0000 2020,,"BOOM 💥 ‘meaning the case will be heard.’

Supreme Court Formally Dockets Texas Election Case Against Georgia, Michigan, Pennsylvania And Wisconsin | Zero Hedge https://t.co/6UJqLXcjyM"
1336500679834284036,1336422179836211200,Terrenc43516485,zeusFanHouse,Wed Dec 09 02:39:27 +0000 2020,,"#Breaking: Committee Resolution Naming Joe #Biden as President-Elect FAILS

In humiliating setback for #Democrats, #Republicans on Inaugural Committee refuse to legitimize rigged #election results

https://t.co/xsEhdHnDuq

#QAnon2018 #QAnon2020
#StopTheSteaI 
#Trump https://t.co/D72ueKPAzg"
1336744777891672068,1336614454096748545,Terrenc43516485,KidukSong,Wed Dec 09 18:49:25 +0000 2020,,"Obviously, the Lockdown don't work !

Only harming the people and their livelihood.

In the name of our health...

lol 

https://t.co/4ui9nbmmc4"
1336824072781565952,1336791937341419523,Terrenc43516485,zeusFanHouse,Thu Dec 10 00:04:30 +0000 2020,,"Breaking! Joe #Biden and Other #Democrats Under Criminal Investigation for Involvement With #China

We are living through #historic times -- the battle to save the #republic has never been more important!

https://t.co/oqtVlrzBMT

#QAnon2018 #QAnon2020 https://t.co/m0Aw8R6sef"
1336853915552387076,1336838864678363141,Terrenc43516485,zeusFanHouse,Thu Dec 10 02:03:05 +0000 2020,,"Lt. Gen. #Flynn: Americans Tired of Waiting on #Durham Probe, #Trump Will Win

""President Donald Trump has a 10 out of 10 chance of being inaugurated on Jan. 20th""

https://t.co/cRVNM9WpNr

#QAnon2018 #QAnon2020
#StopTheSteal 
#FightForTrump 
@GenFlynn https://t.co/I4YIpsTsIi"
1337098728113639424,1337046895076794368,Terrenc43516485,zeusFanHouse,Thu Dec 10 18:15:53 +0000 2020,,"The most controversial #SupremeCourt case since Bush v. Gore will decide who is president for the next 4 years

The ball is rolling, &amp; no amount of huffing and puffing by the left will be able to stop it

https://t.co/iVQB4Dye0n

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/KoED6giCKD"
1337194849771073536,1337151511923658752,Terrenc43516485,zeusFanHouse,Fri Dec 11 00:37:50 +0000 2020,,"#Democrats Outraged at States Challenging #Election Results in #SupremeCourt

Texas-led motion to US Supreme Court challenging elections in 4 states that declared #Biden pres has angered Democrats

https://t.co/opGcEnsiEO

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump
#Trump https://t.co/rr7PTAc2vf"
1337230169245954048,1337197934992117760,Terrenc43516485,zeusFanHouse,Fri Dec 11 02:58:11 +0000 2020,,"‘Unprecedented’:#Pentagon Cuts Support to #CIA Counterterrorism Ops

The Pentagon announced Thur it would cut support to most CIA counterterrorism operations throughout the globe,in an action described by #MSM as a “surprising move”

https://t.co/mM0X7FQtAe

#QAnon2018 #QAnon2020 https://t.co/8hS1CIJ556"
1337477084093014018,1337454080583737345,Terrenc43516485,zeusFanHouse,Fri Dec 11 19:19:20 +0000 2020,,"Is This Why #Media is Reporting #Hunter Biden's #Corruption?

Leftists used #Biden 2 attain White House(or so they believe)&amp;r now ready 2 get rid of him.Having #criminal son may b what #Obama/#Harris camp needs 2 make that happen...

https://t.co/F7rLeDdodC

#QAnon2018 #QAnon2020 https://t.co/c9G2mVxP0t"
1341817096263659521,1341786441966350342,Terrenc43516485,zeusFanHouse,Wed Dec 23 18:45:00 +0000 2020,,"White House Memo Details How ‘#PenceCard’ Can Save #Trump’s Presidency On Dec 23

@WhiteHouse memo details how VP Mike #Pence is legally required to reject #ElectoralCollege votes from #contested states

https://t.co/7CmjuR704u

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/1xnpyPa94k"
1335299970807726080,1335007268774010882,DeannaMAGA,zeusFanHouse,Sat Dec 05 19:08:16 +0000 2020,,"1 of 2

The Plot Against Small Businesses

How #pandemic policy has benefited the corporate elite...

America’s #smallbusinesses currently face an #attack on all fronts...

https://t.co/PvCEqQPwjN

#QAnon2018 #QAnon2020 
#ChineseCoronaVirus
#DemocratsHateAmerica 
#COVID #WHO #CDC https://t.co/YtDsZIye08"
1336052684256768001,1335952108630249473,DeannaMAGA,zeusFanHouse,Mon Dec 07 20:59:17 +0000 2020,,"#Trump Reportedly Mulling Skipping Biden Inauguration 2 Stage‘Grand Finale Exit’Opposition Rally...

Dr Steve #Pieczenik gives him insider info reg #Biden’s Deal w Trump regarding pedophile&amp; #deepstate roundups coming in the future

https://t.co/xXKkBlsGnc

#QAnon2018 #QAnon2020 https://t.co/BqEDK5RPIv"
1336053382490951680,1335636815336845316,DeannaMAGA,MikeThePlumbe10,Mon Dec 07 21:02:03 +0000 2020,,🙏PRAY🙏PRAY🙏PRAY🙏THAT THE SC RULES #AGAINST RULE 77 IN PA‼️IF THEY DO TRUMP WILL WIN PA‼️🙏🙏🙏🙏🙏🙏 https://t.co/2pd2iSpu3V
1336490211912474625,1336422179836211200,DeannaMAGA,zeusFanHouse,Wed Dec 09 01:57:51 +0000 2020,,"#Breaking: Committee Resolution Naming Joe #Biden as President-Elect FAILS

In humiliating setback for #Democrats, #Republicans on Inaugural Committee refuse to legitimize rigged #election results

https://t.co/xsEhdHnDuq

#QAnon2018 #QAnon2020
#StopTheSteaI 
#Trump https://t.co/D72ueKPAzg"
1336492209718263808,1336120062919520259,DeannaMAGA,zeusFanHouse,Wed Dec 09 02:05:48 +0000 2020,,".#TRUMP: ‘The Case Has Already Been Made’, And There Are ‘Big Things Happening In The Next Couple Days’

https://t.co/CieX2NcPKy

#QAnon2018 #QAnon2020
#FightBack
#StopTheSteaI https://t.co/MXXPGmA0T9"
1336721912559333376,1336704624624066560,DeannaMAGA,MikeThePlumbe10,Wed Dec 09 17:18:33 +0000 2020,,WHAT KIND OF NATION PAYS THE CHINESE #COMMUNIST PARTY #MILLIONS TO COUNT THEIR #PRESIDENTIAL ELECTION BALLOTS⁉️ STUPID⁉️CORRUPT⁉️BLACKMAILED⁉️ALL OF THE ABOVE‼️https://t.co/O5cXCdjaBj
1337111626642644992,1337046895076794368,DeannaMAGA,zeusFanHouse,Thu Dec 10 19:07:08 +0000 2020,,"The most controversial #SupremeCourt case since Bush v. Gore will decide who is president for the next 4 years

The ball is rolling, &amp; no amount of huffing and puffing by the left will be able to stop it

https://t.co/iVQB4Dye0n

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/KoED6giCKD"
1337112304484151296,1336838864678363141,DeannaMAGA,zeusFanHouse,Thu Dec 10 19:09:50 +0000 2020,,"Lt. Gen. #Flynn: Americans Tired of Waiting on #Durham Probe, #Trump Will Win

""President Donald Trump has a 10 out of 10 chance of being inaugurated on Jan. 20th""

https://t.co/cRVNM9WpNr

#QAnon2018 #QAnon2020
#StopTheSteal 
#FightForTrump 
@GenFlynn https://t.co/I4YIpsTsIi"
1337112627244253184,1336791937341419523,DeannaMAGA,zeusFanHouse,Thu Dec 10 19:11:07 +0000 2020,,"Breaking! Joe #Biden and Other #Democrats Under Criminal Investigation for Involvement With #China

We are living through #historic times -- the battle to save the #republic has never been more important!

https://t.co/oqtVlrzBMT

#QAnon2018 #QAnon2020 https://t.co/m0Aw8R6sef"
1337477086106144768,1337454080583737345,DeannaMAGA,zeusFanHouse,Fri Dec 11 19:19:21 +0000 2020,,"Is This Why #Media is Reporting #Hunter Biden's #Corruption?

Leftists used #Biden 2 attain White House(or so they believe)&amp;r now ready 2 get rid of him.Having #criminal son may b what #Obama/#Harris camp needs 2 make that happen...

https://t.co/F7rLeDdodC

#QAnon2018 #QAnon2020 https://t.co/c9G2mVxP0t"
1337477997541031936,1337226670340788231,DeannaMAGA,zeusFanHouse,Fri Dec 11 19:22:58 +0000 2020,,"GLOBALIST ""#RESET"" FAILING?ELITES MAY HAVE OVERPLAYED THEIR HAND

""Globalists may have overplayed their hand... Many Americans not as stupid as #elites think.They see inconsistencies in rhetoric&amp;data&amp;r prone to refuse to #comply...""

https://t.co/CEypQNQb1u

#QAnon2018 #QAnon2020 https://t.co/U4MHesv0aL"
1337478056752021504,1337197934992117760,DeannaMAGA,zeusFanHouse,Fri Dec 11 19:23:12 +0000 2020,,"‘Unprecedented’:#Pentagon Cuts Support to #CIA Counterterrorism Ops

The Pentagon announced Thur it would cut support to most CIA counterterrorism operations throughout the globe,in an action described by #MSM as a “surprising move”

https://t.co/mM0X7FQtAe

#QAnon2018 #QAnon2020 https://t.co/8hS1CIJ556"
1337478183554183168,1337151511923658752,DeannaMAGA,zeusFanHouse,Fri Dec 11 19:23:42 +0000 2020,,"#Democrats Outraged at States Challenging #Election Results in #SupremeCourt

Texas-led motion to US Supreme Court challenging elections in 4 states that declared #Biden pres has angered Democrats

https://t.co/opGcEnsiEO

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump
#Trump https://t.co/rr7PTAc2vf"
1335305518043291648,1335084175028793344,Sundncefn,SidneyPowell1,Sat Dec 05 19:30:18 +0000 2020,,"NO WAY #America
This is more authoritarian communist control imported straight from #China
https://t.co/1aPbR1QTk9
Reject big government 
#StandUp4Freedom 
@realDonaldTrump 
@GenFlynn 
@MariaBartiromo 
@marklevinshow"
1335307142325211138,1335306327044788242,Sundncefn,swamp_nugget,Sat Dec 05 19:36:46 +0000 2020,,'Immunity Cards' To Be Issued To All Americans; Enable CDC To Track COVID-19 Vaxx Status In Database | Zero Hedge https://t.co/LPDyRsRF76
1335347203964080128,1335283215943172096,Sundncefn,lancasterwhims,Sat Dec 05 22:15:57 +0000 2020,,"ItSpeaks4Itself 

💥AMERICA DO U👀YET💥
    ❓🔥❓🔥❓
WHICH MASK DO U WEAR?

WHEN I PUT ON A MASK I FEEL LIKE I CAPITULATE 2 EVIL!

2 A POWER🚫NOT OF GOD😡

👁BELIEVE SCIENCE

☝️🚫LIES OF A COVID-19 POLITICAL COUP 2 STEAL FREEDOM OF “WeThePeople”

👍READ!
https://t.co/SGorunBG2M"
1335743328890081280,1335742671802015753,Sundncefn,superyayadize,Mon Dec 07 00:30:01 +0000 2020,,"Second Major California Sheriff Openly Rebels Against Newsom Lockdown

Orange County Sheriff Don Barnes announced that deputies would not enforce the regional stay-at-home order that was scheduled to go into effect Dec. 6 throughout Southern California. https://t.co/jPSJo70NOI"
1341419200427003904,1341378547336802305,Sundncefn,zeusFanHouse,Tue Dec 22 16:23:54 +0000 2020,,"#Trump Confirms He Spoke With ‘Great Gentleman’ #TommyTuberville, Projects Optimism About January 6 Challenge

“We’re going to get that all corrected,” #Tuberville promised

“Don’t give up on [Trump]”

https://t.co/qAXSlz66xP

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/DvG0Isor87"
1335983776392949762,1335952108630249473,Sundncefn,zeusFanHouse,Mon Dec 07 16:25:28 +0000 2020,,"#Trump Reportedly Mulling Skipping Biden Inauguration 2 Stage‘Grand Finale Exit’Opposition Rally...

Dr Steve #Pieczenik gives him insider info reg #Biden’s Deal w Trump regarding pedophile&amp; #deepstate roundups coming in the future

https://t.co/xXKkBlsGnc

#QAnon2018 #QAnon2020 https://t.co/BqEDK5RPIv"
1336125471604563970,1336120062919520259,Sundncefn,zeusFanHouse,Tue Dec 08 01:48:31 +0000 2020,,".#TRUMP: ‘The Case Has Already Been Made’, And There Are ‘Big Things Happening In The Next Couple Days’

https://t.co/CieX2NcPKy

#QAnon2018 #QAnon2020
#FightBack
#StopTheSteaI https://t.co/MXXPGmA0T9"
