tid,retweet_tid,screen_name_from,screen_name_to,postedtime,tweet_text,retweet_text
1335725395602239494,1328347723020562432,awakenfinland,zeusFanHouse,Sun Dec 06 23:18:45 +0000 2020,,"#Trump Lawyer Sidney #Powell:“We’ve Identified Mathematically The Exact #Algorithm They’ve Used”To Steal #Election

“We have so much evidence,I feel like it’s coming in through a fire hose”

https://t.co/tzlr1hsi8O

#QAnon2018 #QAnon2020
#StopTheSteal
#Election2020
@SidneyPowell1 https://t.co/PCNMi69aig"
1335725602238820361,1328294701213081601,awakenfinland,zeusFanHouse,Sun Dec 06 23:19:34 +0000 2020,,"#Trump Lawyer @SidneyPowell1:""We're Getting Ready To Overturn Election Results In Multiple States""

#Powell notably provided legal counsel 2 Gen Michael #Flynn in 2019.Named 2 Trump’s legal team inthe past several days

https://t.co/OBoNH7hbn7

#QAnon2018 #QAnon2020
#StopTheSteal https://t.co/nYg8yyrNFM"
1335726186010468363,1328161345297117184,awakenfinland,zeusFanHouse,Sun Dec 06 23:21:53 +0000 2020,,"Sunday Live:#Trump Set To Release Proof of Syst Election Fraud By #Democrats/#DeepState

#AlexJones breaks down historic&amp;awe-inspiring #MillionMAGAMarch in support of election integrity,&amp;globalist-backed #Antifa&amp; #BlackLivesMatter..

https://t.co/kNVw54IK6K

#QAnon2018 #QAnon2020 https://t.co/UcVm8LH1uD"
1335726320052035584,1328067257499529217,awakenfinland,zeusFanHouse,Sun Dec 06 23:22:25 +0000 2020,,"“Trump Accountability Project” #Blacklist For #Trump Administration Workers Folds

The guillotines r out already for #Trump supporters,&amp; apparently #blacklists r being made as we break it down

https://t.co/H1t1Z1s6Yi

#QAnon2018 #QAnon2020 
#StopTheSteal
Alexandria #OcasioCortez https://t.co/8eJV33HePu"
1335727124859252736,1333484133599899649,awakenfinland,zeusFanHouse,Sun Dec 06 23:25:37 +0000 2020,,"20 Alleged #Election""Facts""That Don't Pass Smell Test

Americans have common sense,so they can understand when they’re being played..

#Trump voters ~ #Democrats who r trying to gaslight us:Don’t spit in my face&amp;tell me it’s raining

https://t.co/Yv2ev5zETm

#QAnon2018 #QAnon2020 https://t.co/ikAjYaBl0o"
1335728629465149442,1333106274913968129,awakenfinland,zeusFanHouse,Sun Dec 06 23:31:36 +0000 2020,,"#Trump: We Have “Tremendous Proof” of #Election Fraud By #Democrats, But Judges “Won’t Allow” Us to Submit It
And How His Legal Team Is Handling Partisan Courts &amp; Fake News #Media As They Bring Lawsuits 2 Several Battleground States

https://t.co/1oAbo1uXK3

#QAnon2018 #QAnon2020 https://t.co/uKkY2PAjkN"
1335728653032886277,1333190948382269440,awakenfinland,zeusFanHouse,Sun Dec 06 23:31:42 +0000 2020,,"Kraken On Steroids:Sidney #Powell Claims Massive #Voter Fraud in Virginia,Warns“See You Soon”

@SidneyPowell1 says Virginia""experienced serious #election fraud against multiple #conservative candidates""

https://t.co/rP22tGIlx7
#QAnon2018 #QAnon2020
#StopTheSteaI
@realDonaldTrump https://t.co/i310SllNnv"
1335728741604077568,1332890020965920769,awakenfinland,zeusFanHouse,Sun Dec 06 23:32:03 +0000 2020,,"#Breaking:GA/PA Confirm #Election Fraud,Move2 Overturn #Biden HOAX Victory

Data by whistle-blowers/ #Trump legal team blows courts&amp;legislatures away

Globalist-controlled media now in #panic as their #houseofcards begins 2 collapse

https://t.co/5XkJ985M0Q

#QAnon2018 #QAnon2020 https://t.co/DhGacTF4Sp"
1337062881553248256,1337004878539976704,awakenfinland,BlokkiMedia,Thu Dec 10 15:53:27 +0000 2020,,"How and When the SCOTUS Will Overturn the Election
https://t.co/zeU7njEYLz"
1337066597601730560,1337000666615701504,awakenfinland,BlokkiMedia,Thu Dec 10 16:08:13 +0000 2020,,"ECB Preview: Here Comes Another €500 Billion In QE
https://t.co/Zu1kmtXEk1"
1337754524338057216,1337728957270151173,awakenfinland,zerohedge,Sat Dec 12 13:41:47 +0000 2020,,"No Privacy, No Property: The World In 2030 According To The WEF https://t.co/sqZSiFhpbE"
1336064029056372736,1335952108630249473,stephphilip8,zeusFanHouse,Mon Dec 07 21:44:22 +0000 2020,,"#Trump Reportedly Mulling Skipping Biden Inauguration 2 Stage‘Grand Finale Exit’Opposition Rally...

Dr Steve #Pieczenik gives him insider info reg #Biden’s Deal w Trump regarding pedophile&amp; #deepstate roundups coming in the future

https://t.co/xXKkBlsGnc

#QAnon2018 #QAnon2020 https://t.co/BqEDK5RPIv"
1335477053047488515,1335360727109033992,stephphilip8,dulce812,Sun Dec 06 06:51:56 +0000 2020,,"@thebradfordfile #BidenHarris and their Dem and RINO supporters are working to advance the #Globalist #GreatReset #BuildBackBetter.  You heard @SpeakerPelosi just use those words - it is no secret!

It is #Agenda2030 with the muscle of the #WorldEconomicForum.

https://t.co/VB8WSlMSQs"
1336165669235093504,1336120062919520259,stephphilip8,zeusFanHouse,Tue Dec 08 04:28:14 +0000 2020,,".#TRUMP: ‘The Case Has Already Been Made’, And There Are ‘Big Things Happening In The Next Couple Days’

https://t.co/CieX2NcPKy

#QAnon2018 #QAnon2020
#FightBack
#StopTheSteaI https://t.co/MXXPGmA0T9"
1341506606823948293,1341378547336802305,stephphilip8,zeusFanHouse,Tue Dec 22 22:11:13 +0000 2020,,"#Trump Confirms He Spoke With ‘Great Gentleman’ #TommyTuberville, Projects Optimism About January 6 Challenge

“We’re going to get that all corrected,” #Tuberville promised

“Don’t give up on [Trump]”

https://t.co/qAXSlz66xP

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/DvG0Isor87"
1336565015776690176,1336361832672538632,stephphilip8,DomoLJub45,Wed Dec 09 06:55:06 +0000 2020,,"Russia continues to hold the line.

Russia government will not contact Biden's team until results are official on Jan. 20th 2020.

https://t.co/G6K4sByd9o"
1336568277410058240,1336422179836211200,stephphilip8,zeusFanHouse,Wed Dec 09 07:08:04 +0000 2020,,"#Breaking: Committee Resolution Naming Joe #Biden as President-Elect FAILS

In humiliating setback for #Democrats, #Republicans on Inaugural Committee refuse to legitimize rigged #election results

https://t.co/xsEhdHnDuq

#QAnon2018 #QAnon2020
#StopTheSteaI 
#Trump https://t.co/D72ueKPAzg"
1336574763238486016,1336422179836211200,stephphilip8,zeusFanHouse,Wed Dec 09 07:33:50 +0000 2020,,"#Breaking: Committee Resolution Naming Joe #Biden as President-Elect FAILS

In humiliating setback for #Democrats, #Republicans on Inaugural Committee refuse to legitimize rigged #election results

https://t.co/xsEhdHnDuq

#QAnon2018 #QAnon2020
#StopTheSteaI 
#Trump https://t.co/D72ueKPAzg"
1336907054041112576,1336791937341419523,stephphilip8,zeusFanHouse,Thu Dec 10 05:34:14 +0000 2020,,"Breaking! Joe #Biden and Other #Democrats Under Criminal Investigation for Involvement With #China

We are living through #historic times -- the battle to save the #republic has never been more important!

https://t.co/oqtVlrzBMT

#QAnon2018 #QAnon2020 https://t.co/m0Aw8R6sef"
1336907400020860928,1336838864678363141,stephphilip8,zeusFanHouse,Thu Dec 10 05:35:37 +0000 2020,,"Lt. Gen. #Flynn: Americans Tired of Waiting on #Durham Probe, #Trump Will Win

""President Donald Trump has a 10 out of 10 chance of being inaugurated on Jan. 20th""

https://t.co/cRVNM9WpNr

#QAnon2018 #QAnon2020
#StopTheSteal 
#FightForTrump 
@GenFlynn https://t.co/I4YIpsTsIi"
1341659154243485697,1341596633469833217,stephphilip8,ZubSpike,Wed Dec 23 08:17:23 +0000 2020,,"Deep State panicked after Trump calls on 🇺🇸American patriots to march on DC January 6, 2021 to protest Congress signing off on the fraudulent election results.
https://t.co/n8FPmQLMbY https://t.co/DxIy69YdYu"
1337239574519529472,1337226670340788231,stephphilip8,zeusFanHouse,Fri Dec 11 03:35:33 +0000 2020,,"GLOBALIST ""#RESET"" FAILING?ELITES MAY HAVE OVERPLAYED THEIR HAND

""Globalists may have overplayed their hand... Many Americans not as stupid as #elites think.They see inconsistencies in rhetoric&amp;data&amp;r prone to refuse to #comply...""

https://t.co/CEypQNQb1u

#QAnon2018 #QAnon2020 https://t.co/U4MHesv0aL"
1337270823346827264,1336404765538885632,stephphilip8,GrizBear19,Fri Dec 11 05:39:44 +0000 2020,,Judge Sullivan Folds: Flynn Case Finally Dismissed Following Trump Pardon | Zero Hedge https://t.co/5cuQlo52h5
1337315247854559232,1337314331860619264,stephphilip8,sweets10111,Fri Dec 11 08:36:15 +0000 2020,,Facebook Fact-Checker Funded By Chinese Money Through TikTok | ZeroHedge https://t.co/2CWR6upDx0
1337571518579019776,1337454080583737345,stephphilip8,zeusFanHouse,Sat Dec 12 01:34:35 +0000 2020,,"Is This Why #Media is Reporting #Hunter Biden's #Corruption?

Leftists used #Biden 2 attain White House(or so they believe)&amp;r now ready 2 get rid of him.Having #criminal son may b what #Obama/#Harris camp needs 2 make that happen...

https://t.co/F7rLeDdodC

#QAnon2018 #QAnon2020 https://t.co/c9G2mVxP0t"
1337582537518944256,1336892347875987457,stephphilip8,tommcintyre1947,Sat Dec 12 02:18:22 +0000 2020,,"https://t.co/UzVy8F3VIv
(""Vaccine Whistleblower Found Dead After Saying She’d Never Commit Suicide"")The body of Brandy Vaughan, former pharmaceutical insider and ex-Merck sales executive, was discovered by her nine-year-old son earlier this week,"
1337587333210677249,1337508413945896963,stephphilip8,adriana_donati,Sat Dec 12 02:37:26 +0000 2020,,"Here we are, a COVID test made using Coke comes up ........POSITIVE! Tests being used for propaganda &amp; control purposes just like the stupid masks! #NoMasks #covidtestscam  https://t.co/evbhJhapv9"
1337633658375585793,1337633018253434881,stephphilip8,RealWayneRoot,Sat Dec 12 05:41:30 +0000 2020,,It’s 100% Obama. Entire government &amp; key military bureaucrats installed by Marxist Obama. It’s been Marxist “color revolution” vs ⁦@realDonaldTrump⁩ from first day. And now Biden is just Obama puppet. Obama directing show. Soon Biden will be gone. https://t.co/Rr3VpvO549
1337651606880444417,1337650428318724096,stephphilip8,pittman_george,Sat Dec 12 06:52:50 +0000 2020,,"⁦@LLinWood⁩ has also described the ‘color revolution’. Worth reading:

Former Special Forces Officer Warns Of 'Color Revolution Tactics' Used Against Trump | ZeroHedge https://t.co/hxHv2NVwC8"
1340532288325623808,1333785460712353792,zeusFanHouse,zeusFanHouse,Sun Dec 20 05:39:38 +0000 2020,,"#Powell:Dominion Server Removed From Fulton County While Lawyers Sought Restraining Order

“Someone went to Fulton center where votes&amp; #Dominion machines were, claimed software #glitch &amp;they had to replace software..”

https://t.co/KZjhz0tGWn

#QAnon2018 #QAnon2020
@SidneyPowell1 https://t.co/yX1cdGl81P"
1340537047178723328,1339775496276619265,zeusFanHouse,zeusFanHouse,Sun Dec 20 05:58:32 +0000 2020,,"Reports Claim “Anti-#Trump” #SCOTUS Justice Roberts Afraid To Hear #Election Fraud Cases Due To Liberal “#Riots”

#Roberts is an “anti-Trumper” who is actively working to ensure Pres Trump isn’t re-elected

https://t.co/Fy594NVtwq

#QAnon2018 #QAnon2020
#StopTheSteal
#GeorgeWBush https://t.co/B5ASfsgniU"
1340212154532814849,1337151511923658752,zeusFanHouse,zeusFanHouse,Sat Dec 19 08:27:32 +0000 2020,,"#Democrats Outraged at States Challenging #Election Results in #SupremeCourt

Texas-led motion to US Supreme Court challenging elections in 4 states that declared #Biden pres has angered Democrats

https://t.co/opGcEnsiEO

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump
#Trump https://t.co/rr7PTAc2vf"
1339240103173115907,1333866126032433157,zeusFanHouse,zeusFanHouse,Wed Dec 16 16:04:57 +0000 2020,,"Did President #Trump Just Signal Dreaded #COVID “Second Wave” Is A HOAX?

Comes as a Pennsylvania #whistleblower reveals to #Infowars that the second wave is being overhyped to drive public into another #lockdown

https://t.co/2MDji2v8WI

#QAnon2018 #QAnon2020
#COVID19
#CDC #WHO https://t.co/lkU7GaTmgC"
1341378641847042048,1341378547336802305,zeusFanHouse,zeusFanHouse,Tue Dec 22 13:42:44 +0000 2020,,"#Trump Confirms He Spoke With ‘Great Gentleman’ #TommyTuberville, Projects Optimism About January 6 Challenge

“We’re going to get that all corrected,” #Tuberville promised

“Don’t give up on [Trump]”

https://t.co/qAXSlz66xP

#QAnon2018 #QAnon2020
#StopTheSteal
#FightForTrump https://t.co/DvG0Isor87"
1335710026695139331,1322899408049098755,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:17:41 +0000 2020,,"President #Trump:I am proud to b the first president in DECADES who has started NO NEW WARS!

Videos from Trump's FOUR Saturday rallies

https://t.co/H9lpfpXDGy

#TrumpTrain
#IgnoreThePolls
@realDonaldTrump
@WhiteHouse
 #QAnon2018 #QAnon2020
#VoteTrump2020ToSaveAmerica
#Trump2020 https://t.co/Wql6XmZhqO"
1335710567068217344,1323380594752081921,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:19:50 +0000 2020,,"“#Europe Is Locked Up #China Parties” 

#Chinese Revelers Party in #Wuhan Nightclub While Rest of Europe Enters Second #Lockdown

https://t.co/CMy3fMSTJi

#QAnon2018 #QAnon2020 
#ChineseCoronaVirus #WHO 
#UN https://t.co/OgaKsK7Pc6"
1335709960135725057,1322728945859596289,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:17:25 +0000 2020,,"The FBI Snow Job On #Biden’s #Laptops

Why would #FBI hang onto possible evidence incriminating the Bidens for over a yr only 2 acknowledge #laptop &amp; now a 2nd laptop seized in Feb after that information was reported by ind sources?

https://t.co/AjOh5NbBn1

#QAnon2018 #QAnon2020 https://t.co/BnZVkCh8TQ"
1335709991274209287,1322754798597382145,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:17:32 +0000 2020,,"Escobar: A #Democrats Presidency Means The Return Of The Blob 

A #Biden-#Harris #WhiteHouse would restore many known and some new #ghouls to the corridors of foreign policy-making power...

https://t.co/mJn1PFaXpp

#QAnon2018 #QAnon2020 
#VoteTrump2020ToSaveAmerica 
#Trump2020 https://t.co/B8Jm8yBlyI"
1335710191707430914,1322985269159731201,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:18:20 +0000 2020,,"#Fauci Praises #Biden, Knocks #Trump Over #Chinese #Coronavirus Approach — WH Slams For “Playing Politics”

Medical establishment bureaucrat makes his #politics known just three days from the #election

https://t.co/gVmDAvGphA

#QAnon2018 #QAnon2020 https://t.co/uKWKkvJyN0"
1335710612907847682,1323380589609783297,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:20:01 +0000 2020,,"CDC Plans #COVID Concentration Camps

#CDC document titled:“Interim operational considerations 4 implementing shielding approach 2 prevent #COVID19 #infections in humanitarian settings,”updated July 26..

https://t.co/aHpcbaQbQG

 #QAnon2018 #QAnon2020
#VoteTrump2020ToSaveAmerica https://t.co/C5mxhnMhl4"
1335711453148491776,1325645705814413318,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:23:21 +0000 2020,,"Sidney #Powell Claims Discovery Of 450,000 #Ballots in “Key States”w/ A Vote Only For Biden

Powell also said the DOJ should investigate so-called computer “#glitches” that flipped #Trump votes to #Biden

https://t.co/3BFQDwKwk1

#QAnon2018 #QAnon2020
#StopTheSteal
@SidneyPowell1 https://t.co/nTKUZcbcJ8"
1335711573697060869,1325916693005283329,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:23:50 +0000 2020,,"Pres #Trump Updates Nation On #Democrat Voter Fraud In #Battleground States

“Threshold identification of Ballots is turning out 2b even bigger than originally anticipated.Very large # of Ballots r impacted.Stay tuned!”Trump tweeted

https://t.co/9zT6izUErt

#QAnon2018 #QAnon2020 https://t.co/likhuCdVQx"
1335711856758026241,1325975298249269250,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:24:57 +0000 2020,,"AG William #Barr Authorizes Justice Department Probe Into Voter Fraud

https://t.co/Culsqbsefv

#QAnon2018 #QAnon2020 
#MSMHatesAmerica
#StopTheSteal
#Election2020 https://t.co/oyyk17ocFH"
1335712050140631041,1326197079442673664,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:25:43 +0000 2020,,"Top DoJ Voter Fraud Investigator Quits After AG William #Barr Authorizes Probe

Does it not seem odd when asked to investigate voter fraud,gentleman in charge of #investigating #voterfraud chooses to resign rather than do his job?

https://t.co/pIlh61zFOz

#QAnon2018 #QAnon2020 https://t.co/mJENwJiFug"
1335712103139844110,1326206567209984002,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:25:56 +0000 2020,,"Archbishop #CarloMariaViganò has written an open letter to President Donald #Trump claiming that the #COVID19 #pandemic is part of a plot 2 impose a “health #dictatorship” &amp; that Trump is “the final garrison” in stopping this agenda

https://t.co/MlhRVR77oE

#QAnon2018 #QAnon2020 https://t.co/R0Ytdp5PWS"
1335712177278382080,1326280028661944327,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:26:14 +0000 2020,,"Ex-#CIA Chief #Brennan Pushes Palace #Coup Against President #Trump to Stop Declassifications

Brennan called 4 VP #Pence to lead a 25th Amend coup against Pres Trump before he chooses to declassify more revelations about #DeepState

https://t.co/Vgka4CGQGK

#QAnon2018 #QAnon2020 https://t.co/SlFUa807dN"
1335713100742479872,1326908846359580674,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:29:54 +0000 2020,,"‘#Hitler Is Smiling Up@ #Cuomo’:NY Gov Slammed Over ‘#Gestapo’ #Covid Restrictions

Cuomo tweeted “NY follows science,”&amp; labeled gatherings as “major source of COVID spread,” announcing private residences b limited to 10 ppl or less

https://t.co/gtEtJDmOXA

#QAnon2018 #QAnon2020 https://t.co/2EBCAplGxJ"
1335712607282540545,1326593048445415425,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:27:56 +0000 2020,,"#Trump Picks Up Two States In 24 Hours

https://t.co/X04g1buaQI

#QAnon2018 #QAnon2020 
#StopTheSteal
#Election2020 https://t.co/cpWmURTmAv"
1335713018018209792,1326701622655905797,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:29:34 +0000 2020,,"#Trump Purging #DeepState &amp; Is “In Control,” Expert Reveals

Dr. #StevePieczenik joins The Alex Jones Show to break down Trump’s actions against the corrupt Deep State.

https://t.co/I6ZRAFioOC

#QAnon2018 #QAnon2020  
#StopTheSteal
#Election2020 https://t.co/o6mHf9nPfu"
1335717086887354368,1328491921107546112,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:45:44 +0000 2020,,"Sidney #Powell: Impeach Chief Justice #Roberts If He Doesn’t Take Up Massive #Election Fraud Case

https://t.co/GzO3GhDO5s

#QAnon2018 #QAnon2020
#StopTheSteal
#Election2020 
@SidneyPowell1 
#Rush #Limbaugh Show https://t.co/395bgmEar5"
1335713441919754241,1327034575059628035,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:31:15 +0000 2020,,"BREAKING: Federal Election Commission Chair Calls Election ‘#Illegitimate’ Due To #VoterFraud

 “#Democrat-run governments on every level will do anything to tip the scales in their favor.We’re not going 2 let them get away with it”

https://t.co/FAvrJCnNDM

#QAnon2018 #QAnon2020 https://t.co/AienWK05TY"
1335714088073179144,1327342353678540802,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:33:49 +0000 2020,,"#Trump Set a Trap: 2018 E.O. Created Command Structure to Combat Election Fraud 

Established in 2018, Cabinet-level command structure monitors US elections for #fraud and foreign #interference

https://t.co/Vi5SEStHDj

#QAnon2018 #QAnon2020 
#StopTheSteal
#Election2020 https://t.co/APyD609Esx"
1335714549580828673,1327659314388103174,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:35:39 +0000 2020,,"“I’m Going to RELEASE THE KRAKEN”: Sidney #Powell Vows to Expose Dem #Collusion Behind DOMINION Voting Systems

#Dominion has “been used all over the world to defy the will of people who wanted freedom”

https://t.co/ibgJNBCIlA

#QAnon2018 #QAnon2020
#StopTheSteal
@SidneyPowell1 https://t.co/VanuAWoPPo"
1335714955534999558,1327821815524298753,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:37:16 +0000 2020,,"#Antifa/#BLM Viciously #Attacks #Trump Supporters Dispersing From Million MAGA March

https://t.co/Pnoom2Avcx

#QAnon2018 #QAnon2020 
#StopTheSteal
#Election2020
#MillionMAGAMarch https://t.co/n9CWcwJKsv"
1335715439209537536,1328067257499529217,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:39:11 +0000 2020,,"“Trump Accountability Project” #Blacklist For #Trump Administration Workers Folds

The guillotines r out already for #Trump supporters,&amp; apparently #blacklists r being made as we break it down

https://t.co/H1t1Z1s6Yi

#QAnon2018 #QAnon2020 
#StopTheSteal
Alexandria #OcasioCortez https://t.co/8eJV33HePu"
1335715805540052996,1328161345297117184,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:40:39 +0000 2020,,"Sunday Live:#Trump Set To Release Proof of Syst Election Fraud By #Democrats/#DeepState

#AlexJones breaks down historic&amp;awe-inspiring #MillionMAGAMarch in support of election integrity,&amp;globalist-backed #Antifa&amp; #BlackLivesMatter..

https://t.co/kNVw54IK6K

#QAnon2018 #QAnon2020 https://t.co/UcVm8LH1uD"
1335715958644682755,1328294701213081601,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:41:15 +0000 2020,,"#Trump Lawyer @SidneyPowell1:""We're Getting Ready To Overturn Election Results In Multiple States""

#Powell notably provided legal counsel 2 Gen Michael #Flynn in 2019.Named 2 Trump’s legal team inthe past several days

https://t.co/OBoNH7hbn7

#QAnon2018 #QAnon2020
#StopTheSteal https://t.co/nYg8yyrNFM"
1335716876308144129,1328347723020562432,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:44:54 +0000 2020,,"#Trump Lawyer Sidney #Powell:“We’ve Identified Mathematically The Exact #Algorithm They’ve Used”To Steal #Election

“We have so much evidence,I feel like it’s coming in through a fire hose”

https://t.co/tzlr1hsi8O

#QAnon2018 #QAnon2020
#StopTheSteal
#Election2020
@SidneyPowell1 https://t.co/PCNMi69aig"
1335716934906687492,1328432710046531584,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:45:08 +0000 2020,,"Left will eat itself due to its own self-destructive nature

#Biden will now face their wrath

Stage set for mockingbird #media to create #Trumpesque boogeymen as scapegoats of disinformation,but even that won’t save..

https://t.co/CybMQUMzbz

#QAnon2018 #QAnon2020
#StopTheSteal https://t.co/iixcdzEP70"
1335717136141070336,1328537966176821248,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:45:56 +0000 2020,,"Analyst:Why #Trump Will Likely Win Second Term

The #media is quickly trying 2 claim that Joe #Biden is the next president because Pres Trump has the law – the courts – on his side,according to an analyst

https://t.co/tE8ngf37ML

#QAnon2018 #QAnon2020
#StopTheSteal
#Election2020 https://t.co/AjeczUWsE4"
1335717594393964557,1328728545145843712,zeusFanHouse,zeusFanHouse,Sun Dec 06 22:47:45 +0000 2020,,https://t.co/QfN3yNFipx
